Order,Lot Frontage,Lot Area,Overall Qual,Year Built,Mas Vnr Area,Total Bsmt SF,1st Flr SF,Gr Liv Area,Full Bath,TotRms AbvGrd,Fireplaces,Garage Yr Blt,Garage Cars,Garage Area,Yr Sold,SalePrice
1812,,11613,6,1993,,864,920,1820,2,7,0,1993,2,492,2007,191750
1813,65,8450,7,2000,108,1349,1349,1349,2,6,0,2000,2,539,2007,179000
1814,,16196,7,1998,,1482,1494,1494,2,5,1,1998,2,514,2007,215000
1815,50,8012,6,1992,,1575,1575,1575,2,5,0,1992,2,529,2007,179200
1816,50,8012,6,1980,,630,630,1266,1,5,2,1980,1,283,2007,128000
1817,,9180,5,1983,,840,884,884,1,5,0,1983,2,504,2007,144000
1818,60,8400,5,1977,320,0,2020,2020,2,10,2,1977,2,630,2007,144000
1819,64,6285,5,1977,,894,894,894,1,5,0,1979,1,308,2007,120750
1820,80,8480,5,1963,,970,970,970,1,5,0,1996,2,624,2007,132500
1821,70,7420,5,1962,,1057,1057,1057,1,6,0,1977,2,576,2007,132000
1822,,7758,5,1962,,999,999,999,1,6,0,1963,1,264,2007,132500
1823,85,6970,4,1961,,1040,1120,1120,1,5,0,1961,2,544,2007,129000
1824,40,13673,5,1962,,1140,1696,1696,1,8,1,1962,1,349,2007,143900
1825,84,7476,5,1968,,1040,1040,1040,1,5,0,1991,2,686,2007,145000
1826,,9945,5,1961,57,988,988,988,1,5,0,1963,2,572,2007,128500
1827,,6173,5,1967,75,876,902,902,1,6,0,1967,1,288,2007,125500
1828,,19522,7,1990,272,1223,1271,2503,2,7,1,1990,2,564,2007,300000
1829,,17542,7,1974,,1192,1516,2167,2,9,2,1974,2,518,2007,294000
1830,44,10751,5,1974,44,1037,1037,1037,1,5,0,1974,2,431,2007,129000
1831,,16647,5,1975,,1390,1701,1701,2,6,2,1975,2,611,2007,171000
1832,43,12712,6,1973,,1044,1055,1055,1,5,1,1973,2,542,2007,147000
1833,,9572,8,1990,336,1453,1453,2810,2,9,1,1990,2,750,2007,302000
1834,85,10678,8,1992,337,1683,2129,2872,2,9,1,1992,2,541,2007,285000
1835,45,4379,8,2004,,1378,1378,1378,2,6,1,2004,2,540,2007,214000
1836,80,3523,8,2006,30,1141,1151,1151,2,5,0,2006,2,484,2007,166000
1837,32,3784,8,2006,36,1511,1565,1565,2,5,0,2006,2,476,2007,193800
1838,47,4230,7,2006,,1352,1352,1352,2,5,1,2006,2,466,2007,208900
1839,40,3606,7,2006,,1352,1352,1352,2,5,1,2006,2,466,2007,194000
1840,30,5330,8,2006,,1550,1550,1550,2,5,0,2007,2,528,2007,207500
1841,35,4274,7,2006,,1241,1241,1241,1,4,0,2007,2,569,2007,199900
1842,35,4251,7,2006,,625,625,1250,2,5,0,2006,2,528,2007,164700
1843,24,2280,6,1999,342,744,757,1501,2,6,1,1999,2,440,2007,176500
1844,34,3230,6,1999,1129,729,729,1458,2,5,1,1999,2,440,2007,176000
1845,,2117,6,2000,513,756,756,1512,2,4,1,2000,2,440,2007,168500
1846,24,2117,6,2000,216,756,769,1573,2,4,0,2000,2,440,2007,177000
1847,,2117,6,2000,456,756,769,1525,2,5,1,2000,2,440,2007,177000
1848,,5105,7,2004,,551,551,1102,2,4,0,2004,2,480,2007,148800
1849,24,2645,8,1999,456,776,764,1441,2,5,0,1999,2,492,2007,174000
1850,66,7399,7,1997,1600,975,975,1950,2,7,1,1997,2,576,2007,239000
1851,73,7321,7,1999,,1339,1358,1358,2,5,0,1999,2,625,2007,204000
1852,,8010,8,2003,,1054,1072,2048,2,8,2,2003,2,552,2007,301000
1853,106,8413,8,1998,,1220,1220,2362,2,8,2,1998,2,1105,2007,312500
1854,50,9466,8,1994,,1494,1494,1494,1,5,1,1994,2,478,2007,279700
1855,80,12000,7,1980,600,2002,2362,2362,2,8,1,1980,2,546,2007,255000
1856,,16157,5,1978,,1360,1432,1432,1,5,1,1978,2,588,2007,194000
1857,90,10768,5,1976,,1437,1437,1437,2,6,1,1976,2,528,2007,218000
1858,40,3840,8,1978,,1057,1295,1295,1,4,2,1978,2,571,2007,213750
1859,80,9600,6,1976,360,528,1094,1855,2,7,1,1976,2,512,2007,187000
1860,80,9600,6,1976,,1262,1262,1262,2,6,1,1976,2,460,2007,181500
1861,94,17778,8,1981,,2461,2497,2497,2,7,2,1981,2,676,2007,373000
1862,,18890,5,1977,1,1361,1361,2620,2,12,1,1977,2,600,2007,190000
1863,,7050,7,2001,,1057,1057,1929,2,7,1,2001,2,650,2007,226000
1864,78,11700,6,1968,41,912,1152,1152,1,7,0,1968,2,412,2007,143450
1865,80,8000,6,1970,525,1008,1403,2411,2,8,1,1970,2,570,2007,240050
1866,,8723,6,1969,,973,1082,1082,1,6,0,1969,2,480,2007,162500
1867,130,11700,6,1968,196,1295,1295,1295,1,6,0,1968,2,528,2007,164000
1868,108,11358,7,1972,,1124,1610,1610,2,8,1,1972,2,515,2007,185000
1869,80,9547,7,1993,112,1594,1594,1594,2,6,1,1993,2,472,2007,188500
1870,78,10530,7,1993,194,1148,1091,2075,2,8,1,1993,2,473,2007,255000
1871,,11500,5,1976,164,1680,1680,1680,2,8,0,1976,2,528,2007,136905
1872,88,10738,6,1966,,1093,1093,1093,2,6,1,1966,2,484,2007,158500
1873,80,9600,7,1973,320,1242,1242,1242,1,6,1,1973,2,528,2007,175500
1874,80,10800,6,1963,203,1052,1052,1052,1,6,0,1963,1,311,2007,127000
1875,70,8050,5,1967,,949,1107,1107,1,5,0,1967,1,308,2007,127000
1876,,10355,5,1967,196,1214,1214,1214,2,5,1,1967,1,318,2007,143000
1877,79,10289,5,1965,168,1073,1073,1073,1,6,0,1965,2,515,2007,156000
1878,,9503,5,1958,,1024,1344,1344,1,6,1,1970,1,484,2007,144000
1879,,10624,5,1964,84,1728,1728,1728,2,10,0,2002,1,352,2007,119000
1880,,10899,4,1964,,0,1224,1224,2,8,0,1964,3,530,2007,103000
1881,,12342,5,1960,,978,1422,1422,1,6,1,1960,1,286,2007,139900
1882,,12772,6,1960,,958,958,958,1,5,0,1960,1,301,2007,151500
1883,80,8892,5,1960,66,1065,1065,1065,1,6,0,1974,2,461,2007,126500
1884,65,10482,6,1958,63,588,1138,1138,1,6,0,1958,1,264,2007,145000
1885,70,7535,5,1958,,912,912,912,1,5,0,1958,1,297,2007,120000
1886,74,7450,5,1956,,894,1074,1074,1,6,1,1966,2,396,2007,124000
1887,,8339,5,1959,,0,882,882,1,5,0,1959,1,294,2007,106500
1888,,14357,5,1961,,864,1187,1187,1,6,1,1961,2,440,2007,140500
1889,76,8243,5,1961,56,964,964,964,1,5,1,1985,2,784,2007,137500
1890,70,8680,5,1960,,894,894,894,1,5,0,1965,1,312,2007,117600
1891,80,8800,7,1966,202,1174,1200,1200,2,6,1,1966,2,440,2007,163500
1892,80,9200,6,1965,98,1042,1042,1042,2,5,0,1965,2,440,2007,161000
1893,85,9350,6,1964,108,1302,1302,1302,2,7,0,1964,1,309,2007,158000
1894,80,8800,6,1964,306,845,845,2154,2,8,1,1964,2,539,2007,224500
1895,,11382,6,1964,212,1130,1374,1374,1,7,1,1964,1,286,2007,147000
1896,,22002,6,1959,136,1592,1652,1652,1,6,1,1959,2,510,2007,200000
1897,,14585,6,1960,85,1144,1429,1429,1,7,2,1960,2,572,2007,181900
1898,75,7388,5,1959,,1063,1327,1327,1,7,0,1974,2,624,2007,150750
1899,70,9842,4,1962,,0,1224,1224,2,6,0,1962,2,462,2007,101800
1900,57,8280,6,1950,,932,932,932,1,4,1,1950,1,306,2007,124000
1901,85,12172,5,1940,,822,908,908,1,4,0,1975,2,512,2007,138500
1902,50,5000,1,1946,,0,334,334,1,2,0,,0,0,2007,39300
1903,50,5000,3,1946,,666,666,666,1,4,0,,0,0,2007,64500
1904,51,3500,3,1945,,370,442,670,1,4,0,,0,0,2007,64000
1905,50,5175,5,1958,,808,808,808,1,5,0,1963,1,308,2007,112000
1906,100,9500,6,1964,272,816,1127,1977,1,9,1,1964,2,540,2007,165000
1907,80,9600,5,1955,176,1078,1150,1150,1,6,0,1955,1,288,2007,144000
1908,95,11345,5,1948,567,928,928,1920,2,10,0,1948,2,400,2007,137000
1909,79,9492,5,1941,,768,968,1376,1,6,1,1941,1,240,2007,105000
1910,79,9480,5,1942,224,728,888,1644,1,7,2,1942,1,312,2007,146500
1911,63,8668,5,1968,,1560,1560,1560,2,8,0,1968,3,792,2007,126000
1912,,10050,5,1966,87,793,1280,1280,2,6,1,1966,2,432,2007,175000
1913,100,9600,6,1961,291,1218,1254,1254,1,6,1,1961,2,525,2007,158500
1914,70,10150,5,1958,1,912,912,912,1,5,0,1958,1,275,2007,114500
1915,78,11344,5,1958,180,874,874,1524,1,7,0,1958,1,315,2007,144000
1916,,18450,6,1965,113,1021,1465,2380,2,7,1,1965,2,596,2007,129000
1917,73,8760,6,1957,,936,936,936,1,4,0,1957,1,315,2007,141000
1918,65,6860,5,1956,54,1008,1008,1008,1,6,0,1964,1,308,2007,131000
1919,60,8250,5,1963,,1053,1053,1053,1,6,0,1994,2,692,2007,142100
1920,70,8176,5,1958,,1056,1056,1056,1,6,0,1958,1,308,2007,139000
1921,75,9750,6,1958,243,1442,1442,1442,1,7,0,1958,1,301,2007,157900
1922,80,9250,5,1954,,1056,1056,1056,1,6,0,1954,1,260,2007,139400
1923,90,11988,6,1957,,1244,1244,1244,1,6,2,1957,1,336,2007,150000
1924,70,9100,5,1960,69,1144,1144,1144,1,6,1,1960,1,336,2007,120000
1925,80,9736,6,1957,289,1331,1721,1721,1,8,3,1957,2,464,2007,174850
1926,72,9770,5,1957,,922,922,922,1,5,0,1957,1,308,2007,116000
1927,72,10152,5,1956,120,1048,1048,1048,1,6,0,1956,1,286,2007,135000
1928,,12155,6,1970,,1657,1657,1657,2,7,1,1970,2,484,2007,163500
1929,70,12198,5,1955,,1204,1411,1411,1,7,1,1955,1,310,2007,130000
1930,75,10050,5,1955,,1216,1216,1216,1,5,0,1955,1,336,2007,129500
1931,60,11556,5,1953,,864,1154,1154,1,6,0,1962,1,336,2007,142000
1932,70,8078,5,1958,260,1560,1560,1560,2,8,0,1958,2,484,2007,128600
1933,60,10950,6,1952,,948,948,948,1,5,0,1952,2,410,2007,125000
1934,68,7942,6,1953,,1040,1040,1040,1,6,0,1953,1,293,2007,136000
1935,66,8923,5,1953,,1008,1008,1008,1,6,0,1953,1,240,2007,134500
1936,71,8540,5,1956,,925,925,925,1,5,0,1956,1,252,2007,127000
1937,60,7134,5,1955,,384,1360,1360,1,6,1,1962,2,572,2007,130000
1938,55,7150,4,1955,,1190,1040,1540,1,7,0,2002,1,352,2007,115000
1939,70,8400,5,1955,,923,925,925,1,5,2,1955,1,390,2007,116900
1940,70,13300,5,1956,,928,928,928,1,4,0,1956,1,252,2007,132000
1941,75,9532,4,1953,,1105,1647,1647,1,6,1,1953,1,280,2007,153000
1942,,15783,5,1952,,924,924,924,1,6,0,1952,1,420,2007,112500
1943,60,14190,4,1890,,925,1000,1544,2,7,0,,0,0,2007,138000
1944,60,9600,5,1949,,845,893,893,1,4,0,1985,2,576,2007,135000
1945,,12099,5,1953,,1216,1216,1728,1,7,1,1953,1,371,2007,156000
1946,113,21281,5,1935,,666,1308,3086,3,9,0,2007,3,1200,2007,301600
1947,60,10134,5,1940,,735,735,1034,1,5,0,1940,1,240,2007,109000
1948,55,5500,4,1956,,882,882,882,1,4,0,,0,0,2007,103200
1949,60,10284,4,1925,,1151,845,1281,2,6,0,1978,2,580,2007,128500
1950,60,10800,4,1927,,656,968,968,2,5,0,1928,1,216,2007,64500
1951,60,10800,5,1895,,736,751,1534,1,6,0,,0,0,2007,148000
1952,60,5400,5,1920,,691,691,691,1,4,0,1920,1,216,2007,86000
1953,93,10090,7,1963,364,725,1035,1651,2,6,2,1963,1,276,2007,172000
1954,75,8700,5,1961,53,920,888,888,1,5,0,1961,1,240,2007,120000
1955,66,8300,6,1968,86,952,952,952,1,5,0,1968,1,288,2007,128500
1956,70,11606,5,1969,192,1040,1040,2080,1,9,2,1969,2,504,2007,135000
1957,60,8064,5,1949,,672,672,924,1,6,1,2003,2,576,2007,122900
1958,60,11664,6,1948,206,1082,1082,1082,1,5,1,1948,1,240,2007,119200
1959,78,10496,6,1949,320,1040,1168,1846,2,7,1,1949,1,315,2007,143000
1960,60,7200,5,1950,,876,988,988,1,6,0,1950,1,276,2007,119000
1961,60,7200,5,1950,,864,1238,1238,1,6,1,1950,1,357,2007,102000
1962,60,7200,5,1950,,864,864,864,1,5,0,1980,2,720,2007,129000
1963,70,7000,5,1960,45,1010,1134,1134,1,6,0,1960,1,254,2007,135000
1964,,7500,5,1959,,1040,1040,1040,1,6,0,1959,1,286,2007,152000
1965,70,7315,5,1958,,1170,1170,1170,1,6,1,1958,1,338,2007,140000
1966,70,7903,5,1960,,1242,1242,1242,1,6,0,1960,1,324,2007,152000
1967,80,8000,5,1960,,1377,1377,1377,1,6,2,1965,1,351,2007,156500
1968,80,8000,5,1961,,1800,1800,1800,2,10,0,,0,0,2007,141000
1969,70,7000,5,1961,,0,925,925,1,7,0,1961,1,300,2007,99000
1970,80,9760,6,1964,340,822,1020,1851,2,7,1,1964,2,440,2007,187000
1971,69,7590,5,1962,288,864,876,1812,2,8,1,1962,1,264,2007,169500
1972,60,6600,5,1962,,864,864,864,1,5,0,1962,1,294,2007,125500
1973,66,6760,5,1962,,896,936,936,1,6,1,1962,1,288,2007,130000
1974,60,6978,5,1926,,850,960,960,1,5,0,1981,2,576,2007,103000
1975,60,9600,5,1910,,264,768,1432,2,7,0,1910,2,360,2007,132000
1976,50,6000,6,1927,,845,866,1296,1,6,0,1980,2,576,2007,127500
1977,56,4480,5,1922,,1022,1022,1022,1,4,1,1922,1,184,2007,89500
1978,60,7200,5,1980,180,936,936,936,1,4,0,1980,2,672,2007,140000
1979,56,3153,5,1920,,967,967,967,1,5,1,1920,1,180,2007,99900
1980,60,10800,4,1885,,641,1047,1047,1,6,0,1954,1,273,2007,100000
1981,60,7200,5,1940,279,808,1072,1072,1,5,2,1940,2,379,2007,130000
1982,120,9000,5,1900,,680,680,1174,1,6,1,2000,2,576,2007,135000
1983,50,6000,3,1948,,649,679,1183,1,6,0,1981,1,308,2007,120000
1984,50,5925,4,1937,435,907,1131,1131,1,7,0,1995,2,672,2007,89471
1985,50,5925,4,1900,,570,761,1141,1,6,0,1930,1,252,2007,85000
1986,50,6000,4,1920,,960,960,960,1,5,0,1997,1,308,2007,108500
1987,57,9639,4,1900,,1075,1156,1798,2,7,0,1935,2,342,2007,137000
1988,40,3880,5,1945,,686,866,866,1,4,0,,0,0,2007,110500
1989,60,8520,5,1923,,968,968,968,1,5,0,1935,2,480,2007,100000
1990,,10337,8,1910,,725,909,1772,2,7,0,1992,2,816,2007,184900
1991,53,9863,6,1927,,728,914,1642,1,9,1,1927,1,374,2007,145000
1992,60,9600,5,1925,,702,842,1472,1,6,0,1925,1,250,2007,125000
1993,35,4571,5,1910,,616,616,1232,1,6,0,1920,2,480,2007,114000
1994,85,13600,5,1900,,662,1422,2337,2,10,0,1945,2,560,2007,90000
1995,56,8398,6,1910,,926,991,1650,2,6,0,1979,2,468,2007,144100
1996,90,9900,6,1880,,1008,1178,2210,2,8,0,1930,1,205,2007,117500
1997,60,3600,5,1930,,687,687,1358,1,6,1,2004,1,336,2007,124500
1998,75,13500,7,1879,,819,1312,2454,2,8,1,1950,2,576,2007,185000
1999,60,7200,6,1910,,1214,1260,2291,2,9,1,1900,2,506,2007,133900
2000,40,5400,6,1926,,1149,1149,1616,2,5,0,1926,1,216,2007,152000
2001,90,8100,5,1948,,1559,1559,1559,1,5,0,1948,2,812,2007,153500
2002,60,10800,7,1890,,718,1576,2554,1,8,0,1996,2,704,2007,159500
2003,52,9439,5,1930,,912,912,1248,1,6,0,1957,1,160,2007,87000
2004,52,8626,4,1956,1,0,968,968,1,5,0,1956,1,331,2007,104500
2005,76,11800,4,1949,,0,1382,1382,2,6,1,1957,1,384,2007,110000
2006,55,6854,5,1925,,756,916,1060,1,6,1,1969,1,308,2007,136500
2007,55,8674,5,1950,,910,910,1435,1,6,0,1950,1,308,2007,128250
2008,98,8731,5,1920,,915,1167,1167,1,6,1,1972,2,495,2007,144000
2009,70,8737,6,1923,,1065,915,1635,1,6,1,1950,2,440,2007,210000
2010,50,6125,5,1939,,728,728,1274,2,6,0,1939,1,224,2007,135000
2011,50,6000,6,1939,,600,608,1232,1,6,2,1939,1,217,2007,128000
2012,60,6000,6,1941,,735,869,1218,1,6,1,2003,2,440,2007,131000
2013,51,6120,5,1939,,884,884,884,1,5,0,1939,1,240,2007,113000
2014,,6240,6,1938,,861,861,1409,1,6,1,1968,2,528,2007,126000
2015,52,6240,5,1939,,672,899,1322,1,7,0,1939,1,280,2007,132000
2016,52,6240,5,1930,,966,1014,1426,1,6,1,1930,1,230,2007,131750
2017,51,6120,5,1926,,756,903,1281,1,6,0,1926,2,379,2007,132500
2018,51,6120,5,1920,,939,939,1513,1,8,0,1933,1,180,2007,137500
2019,51,6120,7,1929,,832,854,854,1,5,0,1991,2,576,2007,132000
2020,52,6240,6,1931,,884,959,1367,1,6,1,1978,1,560,2007,127500
2021,60,6180,6,1926,,960,986,986,1,5,1,1926,1,180,2007,102000
2022,47,7755,6,1918,,1100,1100,2264,2,8,0,1950,1,408,2007,200000
2023,60,13515,6,1919,,764,1060,1824,1,8,1,1940,2,520,2007,180500
2024,60,8850,6,1920,,768,752,1376,1,7,0,1977,2,576,2007,165000
2025,60,8550,5,1926,,750,960,1316,1,7,0,1965,2,576,2007,90000
2026,60,8730,6,1915,,698,698,1396,1,7,0,2003,1,384,2007,153575
2027,,5700,7,1929,,672,672,1344,1,6,1,1979,2,456,2007,140000
2028,60,8520,6,1916,,714,1664,2526,2,10,1,1916,1,216,2007,136000
2029,40,5680,5,1901,,592,933,1173,2,7,0,1920,1,240,2007,113000
2030,40,5680,5,1901,,969,969,1214,1,6,0,1920,1,216,2007,117000
2031,,7758,7,1931,600,1040,1226,1818,1,7,2,1951,1,240,2007,169500
2032,57,7449,7,1930,,637,1108,1108,1,6,1,1930,1,280,2007,139400
2033,120,13200,6,1963,234,741,1497,2294,3,9,1,1963,2,658,2007,202500
2034,60,6882,6,1914,,684,773,1355,1,7,0,,0,0,2007,127000
2035,50,9000,6,1937,,780,780,1375,1,6,1,1979,1,544,2007,141000
2036,60,9780,7,1950,,976,976,1952,1,8,2,1950,1,299,2007,212300
2037,60,10320,6,1915,,1138,1138,2180,1,7,1,2006,2,720,2007,161000
2038,52,4330,4,1958,,808,838,1315,2,5,0,1958,2,436,2007,99500
2039,60,7200,5,1920,,530,581,1111,1,6,0,1935,1,288,2007,101000
2040,40,4800,4,1916,,1196,1196,1196,1,5,0,1957,2,440,2007,109900
2041,,12358,5,1941,,720,854,1382,1,7,0,1991,2,660,2007,128500
2042,60,10120,7,1910,,925,964,1889,1,9,1,1960,1,308,2007,122000
2043,55,4388,5,1930,,672,840,840,1,5,1,,0,0,2007,87000
2044,60,10320,4,1910,,771,866,1484,2,6,0,1910,1,264,2007,50000
2045,107,12888,7,1937,,1005,1262,2267,1,7,2,1937,2,498,2007,219000
2046,138,18030,5,1946,,1598,1636,3086,3,12,1,,0,0,2007,200500
2047,60,8160,5,1940,,756,756,1134,1,7,0,1940,1,240,2007,126000
2048,59,4484,5,1942,,672,778,1282,1,4,0,1942,1,240,2007,108500
2049,75,11235,5,1963,,925,999,999,1,6,0,1963,1,308,2007,130000
2050,75,11235,5,1964,30,1420,1452,1452,1,6,1,1964,2,572,2007,158450
2051,62,14299,4,1964,,1005,1005,1005,1,5,0,1964,2,440,2007,115400
2052,61,7943,4,1961,192,1029,1029,1029,1,5,0,1961,1,261,2007,118500
2053,65,14149,5,1964,50,980,1020,1020,2,5,1,1970,2,528,2007,165000
2054,,11677,5,1966,442,1040,1040,1040,1,6,0,1966,1,264,2007,123000
2055,70,8400,6,1966,,814,913,913,1,6,0,1990,1,240,2007,129000
2056,99,7094,5,1966,,894,894,894,1,5,0,1966,1,384,2007,125000
2057,,8978,5,1968,,948,948,948,1,6,0,1968,1,300,2007,108000
2058,70,8425,5,1971,,768,868,868,1,6,0,1989,2,576,2007,119900
2059,86,8665,5,1968,89,876,897,897,1,5,0,1968,1,264,2007,115000
2060,,8398,5,1967,323,943,943,943,1,5,0,1972,2,528,2007,134500
2061,66,7742,5,1966,,955,955,955,1,6,0,1966,1,386,2007,127000
2062,109,8724,5,1968,,894,894,894,1,5,1,1968,2,450,2007,129000
2063,71,8197,6,1977,148,660,1285,1285,1,7,1,1977,2,528,2007,143500
2064,,8169,5,1966,,912,912,912,1,6,0,1966,1,315,2007,129000
2065,81,14175,5,1956,,1240,1375,1375,1,6,1,1956,1,323,2007,187000
2066,99,16779,5,1920,356,671,1567,2654,3,11,1,1946,2,638,2007,158000
2067,,25339,5,1918,,816,1416,1416,2,7,0,2007,2,576,2007,112000
2068,70,6960,7,1940,,680,798,1302,1,6,2,1940,1,224,2007,165250
2069,91,11375,6,1954,,967,1299,1299,1,6,1,1954,2,494,2007,150000
2070,85,13770,5,1958,340,1158,1176,1176,1,6,2,1958,1,303,2007,137000
2071,,9000,4,1945,,0,998,998,1,5,0,1952,2,460,2007,89500
2073,,11075,6,1984,136,1190,1522,1522,2,7,1,1984,2,552,2007,182000
2074,97,10029,6,1988,268,1151,1164,2060,2,8,1,1988,2,521,2007,211000
2075,,17541,5,1948,,409,1325,1325,2,6,1,1996,2,576,2007,216000
2076,,22692,5,1953,,1073,1630,1630,2,6,1,1953,2,649,2007,130000
2077,84,17808,4,1946,,484,1242,1242,1,4,0,1946,1,336,2007,109900
2078,102,12671,6,1954,300,1288,2422,2422,3,6,2,1954,2,527,2007,255000
2079,84,12615,6,1950,,1202,2158,2158,2,7,1,1950,2,576,2007,243000
2080,70,10512,6,1954,,988,988,1626,1,6,0,1954,1,332,2007,154000
2081,60,5400,5,1958,,864,864,864,1,6,0,1958,1,399,2007,118000
2082,,11515,4,1958,,0,943,943,1,5,0,1958,1,308,2007,80000
2083,42,7711,4,1977,,1440,1440,1440,2,8,0,,0,0,2007,150000
2084,58,9098,4,1920,,528,605,605,1,5,0,,0,0,2007,86000
2085,39,3869,5,1984,149,1038,1038,1038,2,5,0,1984,1,264,2007,130000
2086,58,9280,5,1951,,1342,1342,1342,1,7,0,1951,1,256,2007,125000
2087,60,11100,5,1951,,1080,1080,1480,1,7,1,1951,1,253,2007,136500
2088,50,7550,4,1920,,951,986,1362,2,7,0,1920,1,280,2007,96000
2089,60,9060,5,1957,98,0,1340,1340,1,7,1,1957,1,252,2007,120000
2090,104,23920,6,1984,,1105,1105,1822,2,7,1,1984,2,515,2007,228500
2091,114,10357,7,1990,,910,1442,1442,2,6,1,1990,2,719,2007,179900
2092,116,13474,7,1990,246,700,1122,2243,2,8,1,1990,3,746,2007,225000
2093,86,10380,7,1986,172,1502,1553,2730,2,8,1,1987,2,576,2007,301000
2094,103,13125,7,1991,,1104,912,2127,2,8,1,1991,3,833,2007,238000
2095,82,11287,7,1989,340,807,1175,1982,2,7,1,1989,2,575,2007,228500
2096,75,9317,7,1994,,779,1029,1958,2,7,1,1994,2,499,2007,220000
2097,77,9965,7,2007,220,1264,1282,2696,2,10,1,2007,3,792,2007,383970
2098,77,9965,8,2006,340,1466,1466,2828,3,11,1,2006,3,1052,2007,424870
2099,71,9178,8,2007,306,1643,1651,1651,2,7,1,2007,3,870,2007,250000
2100,93,10481,8,2006,,2140,2140,2140,2,8,0,2006,3,894,2007,360000
2101,91,10652,7,2006,306,1494,1494,1494,2,7,1,2006,3,840,2007,279500
2102,103,11175,7,2007,,1316,1316,1316,2,6,1,2007,2,440,2007,200141
2103,66,10235,8,2007,306,1643,1651,1651,2,7,1,2007,3,870,2007,246500
2104,69,9588,8,2007,270,1482,1482,2574,2,10,1,2007,3,868,2007,276000
2105,68,8814,7,2005,80,1274,1274,1274,2,6,0,2005,2,508,2007,203000
2106,85,11103,7,2006,,728,728,1456,2,8,1,2006,2,440,2007,155835
2107,74,8556,7,2006,,1240,1240,1240,2,5,0,2006,3,826,2007,194000
2108,64,6762,7,2007,108,1208,1208,1208,2,6,0,2007,2,628,2007,195400
2109,75,11750,7,2005,204,1546,1546,1546,2,7,0,2005,3,796,2007,217000
2110,73,8760,8,2006,132,1489,1500,1500,2,7,1,2005,2,674,2007,212999
2111,64,7242,7,2005,,1270,1270,1270,2,6,0,2005,2,524,2007,175900
2112,78,9316,7,2005,,879,879,1795,2,7,0,2005,2,578,2007,191000
2113,78,9317,6,2006,,1314,1314,1314,2,6,1,2006,2,440,2007,176432
2114,,14364,7,1988,128,1157,1180,2062,2,7,1,1988,2,454,2007,277000
2115,,8883,7,1988,360,929,946,1873,2,7,1,1988,2,619,2007,207000
2117,,53107,6,1992,,1580,1079,1953,2,9,2,1992,2,501,2007,240000
2118,,12205,6,1966,157,832,976,2087,2,9,0,1966,2,444,2007,187500
2119,155,20064,8,1976,,966,1743,1743,0,5,2,1976,2,529,2007,279000
2120,,14217,5,1994,,1022,1022,1022,1,6,0,1995,2,747,2007,139500
2121,65,8775,5,1994,,990,990,990,1,5,0,1996,1,299,2007,126000
2122,105,11249,6,1995,,1200,1200,1200,2,6,0,1995,2,521,2007,177500
2123,57,10021,6,1997,,635,646,1308,2,6,0,1997,2,497,2007,175000
2124,,9531,6,1998,,794,882,1796,2,7,0,1998,2,546,2007,211000
2125,60,8428,5,1994,,990,990,990,1,5,0,1995,1,384,2007,146000
2126,70,16561,5,1996,,1097,1097,1097,1,6,0,1996,1,242,2007,147900
2127,60,8070,4,1994,,990,990,990,1,5,0,,0,0,2007,123600
2128,69,9337,6,1997,,824,905,1786,2,7,0,1997,2,684,2007,204750
2129,47,10820,7,1999,,988,988,1873,2,7,1,1999,2,597,2007,235500
2130,43,12352,7,1998,290,853,853,1753,2,7,1,1998,2,534,2007,217000
2131,68,9543,7,2001,,845,845,1690,2,7,0,2001,2,517,2007,190550
2132,,8826,7,2000,144,985,985,1842,2,7,1,2000,2,486,2007,217500
2133,72,10665,7,2003,167,1453,1479,1479,2,7,0,2003,2,558,2007,226000
2134,72,11317,7,2003,101,840,840,1668,2,8,0,2003,2,500,2007,180000
2135,97,11800,5,1974,,864,894,894,1,5,0,1974,2,440,2007,131000
2136,59,8660,5,1976,113,1015,1025,1025,2,6,1,1979,2,370,2007,153500
2137,72,9720,5,1977,51,995,1009,1009,2,6,1,1977,2,576,2007,160000
2138,45,8982,5,1977,,1040,1040,1040,1,5,0,1977,2,748,2007,134900
2139,39,16300,5,1977,,876,907,907,1,5,0,1977,1,308,2007,130000
2140,75,9675,5,1975,,864,879,879,1,5,0,1975,2,440,2007,120000
2141,70,7700,5,1972,,882,882,882,1,5,0,1980,2,461,2007,112500
2142,120,10356,5,1975,,969,969,969,1,5,0,1975,2,440,2007,122000
2143,60,7200,5,1972,,864,864,864,1,5,0,1977,2,576,2007,127000
2144,60,7200,4,1972,,385,875,875,1,5,0,1975,2,728,2007,117000
2145,80,10386,8,2004,246,2000,2000,2000,2,8,0,2004,3,888,2007,305900
2146,,9375,8,2002,149,1284,1284,2169,2,7,1,2002,2,647,2007,228500
2147,,11354,7,2000,,1673,1673,1673,2,7,1,2000,2,583,2007,270000
2148,70,8749,7,2002,100,1459,1459,1459,2,6,1,2002,2,527,2007,192000
2149,70,8749,7,2003,,979,992,1932,2,7,1,2003,2,610,2007,213000
2150,65,8158,7,2002,214,860,860,1729,2,7,0,2002,2,542,2007,200000
2151,66,16226,8,1998,,1028,1210,2452,2,9,1,1998,2,683,2007,267000
2152,73,11927,8,1994,519,1556,1592,1592,2,7,1,1994,2,484,2007,228000
